x,P,T,CO2,CO,C2,O2,C,O
-0.013804489,138755.641,3187.79272,0.436668634,0.358537048,2.59E-16,0.168398678,1.37E-10,0.036395591
-0.01329472,138756.797,3187.79565,0.436668158,0.358537346,2.59E-16,0.168398842,1.37E-10,0.036395595
-0.012802977,138757.922,3187.7981,0.436667711,0.358537644,2.60E-16,0.168398976,1.37E-10,0.036395628
-0.012328655,138759.047,3187.80029,0.436667264,0.358537942,2.60E-16,0.168399081,1.37E-10,0.03639568
-0.011871167,138760.141,3187.80225,0.436666787,0.35853824,2.60E-16,0.168399185,1.37E-10,0.036395747
-0.011429944,138761.219,3187.8042,0.43666634,0.358538508,2.60E-16,0.168399274,1.37E-10,0.036395818
-0.011004436,138762.266,3187.80591,0.436665893,0.358538806,2.60E-16,0.168399364,1.37E-10,0.036395904
-0.010594107,138763.281,3187.80737,0.436665446,0.358539075,2.61E-16,0.168399438,1.37E-10,0.036395989
-0.01019844,138764.281,3187.80884,0.436665028,0.358539373,2.61E-16,0.168399498,1.37E-10,0.036396075
-0.009816932,138765.25,3187.8103,0.436664611,0.358539641,2.62E-16,0.168399572,1.37E-10,0.036396161
-0.009449096,138766.203,3187.81177,0.436664194,0.358539879,2.62E-16,0.168399647,1.36E-10,0.036396235
-0.009094461,138767.125,3187.81299,0.436663777,0.358540148,2.62E-16,0.168399706,1.36E-10,0.036396317
-0.00875257,138768.016,3187.81396,0.436663389,0.358540416,2.63E-16,0.168399751,1.36E-10,0.036396422
-0.008422983,138768.891,3187.81494,0.436663002,0.358540654,2.64E-16,0.168399781,1.35E-10,0.036396537
-0.008105271,138769.734,3187.81543,0.436662614,0.358540893,2.65E-16,0.168399796,1.35E-10,0.03639666
-0.007799019,138770.547,3187.81592,0.436662227,0.358541131,2.67E-16,0.168399796,1.34E-10,0.03639679
-0.007503827,138771.344,3187.81641,0.436661869,0.358541369,2.68E-16,0.168399796,1.34E-10,0.036396921
-0.007219309,138772.109,3187.81689,0.436661512,0.358541608,2.69E-16,0.168399811,1.33E-10,0.036397044
-0.006945089,138772.844,3187.81714,0.436661154,0.358541816,2.70E-16,0.168399811,1.33E-10,0.03639717
-0.006680804,138773.547,3187.81714,0.436660826,0.358542025,2.71E-16,0.168399781,1.32E-10,0.036397316
-0.006426105,138774.234,3187.81714,0.436660498,0.358542234,2.72E-16,0.168399766,1.32E-10,0.036397457
-0.006180653,138774.906,3187.81738,0.436660171,0.358542442,2.73E-16,0.168399751,1.31E-10,0.03639758
-0.00594412,138775.531,3187.81738,0.436659873,0.358542651,2.74E-16,0.168399751,1.31E-10,0.036397707
-0.00571619,138776.141,3187.81714,0.436659575,0.35854283,2.75E-16,0.168399692,1.30E-10,0.036397863
-0.005496557,138776.734,3187.81665,0.436659276,0.358543009,2.77E-16,0.168399647,1.29E-10,0.03639802
-0.005284926,138777.297,3187.81665,0.436658978,0.358543187,2.78E-16,0.168399632,1.28E-10,0.036398139
-0.005081011,138777.844,3187.81641,0.43665871,0.358543366,2.80E-16,0.168399617,1.27E-10,0.036398258
-0.004884538,138778.375,3187.81592,0.436658442,0.358543545,2.83E-16,0.168399557,1.25E-10,0.036398411
-0.004695238,138778.875,3187.81519,0.436658204,0.358543694,2.86E-16,0.168399498,1.22E-10,0.036398564
-0.004512857,138779.344,3187.81519,0.436657965,0.358543873,2.90E-16,0.168399483,1.20E-10,0.036398668
-0.004337144,138779.812,3187.81494,0.436657727,0.358543992,2.95E-16,0.168399453,1.17E-10,0.036398776
-0.004167861,138780.25,3187.81421,0.436657518,0.358544141,3.03E-16,0.168399379,1.13E-10,0.036398925
-0.004004777,138780.672,3187.81323,0.436657339,0.35854426,3.11E-16,0.168399304,1.07E-10,0.036399063
-0.003847668,138781.062,3187.81299,0.43665725,0.35854432,3.19E-16,0.168399259,1.03E-10,0.036399145
